0	8
1	8
2	8
3	7
4	6
5	10
6	6
7	8
8	8
9	8
10	6
11	6
12	8
13	7
14	11
15	7
16	7
17	6
18	8
19	11
20	6
21	7
22	6
23	11
24	6
25	9
26	8
27	9
28	6
29	7
30	9
31	9
32	6
33	6
34	17
35	6
36	8
37	6
38	6
39	9
40	7
41	7
42	6
43	6
44	6
45	6
46	8
47	6
48	16
49	10
50	8
51	6
52	9
53	6
54	6
55	6
56	7
57	7
58	7
59	9
60	9
61	7
62	7
63	9
64	6
65	8
66	7
67	6
68	10
69	14
70	10
71	8
72	7
73	7
74	13
75	6
76	10
77	9
78	9
79	8
80	9
81	9
82	6
83	7
84	8
85	7
86	13
87	6
88	10
89	12
90	7
91	6
92	10
93	8
94	7
95	12
96	8
97	7
98	6
99	6
100	9
101	10
102	6
103	8
104	9
105	8
106	6
107	6
108	9
109	13
110	7
111	6
112	8
113	14
114	7
115	12
116	7
117	8
118	7
119	6
120	6
121	9
122	6
123	19
124	8
125	8
126	6
127	7
128	6
129	12
130	6
131	8
132	7
133	8
134	10
135	7
136	9
137	6
138	12
139	9
140	7
141	13
142	6
143	8
144	7
145	7
146	8
147	6
148	7
149	6
150	9
151	7
152	6
153	6
154	8
155	7
156	6
157	7
158	8
159	6
160	9
161	9
162	9
163	6
164	6
165	7
166	6
167	8
168	6
169	6
170	6
171	6
172	15
173	9
174	6
175	11
176	6
177	8
178	6
179	7
180	15
181	10
182	6
183	6
184	8
185	6
186	6
187	10
188	7
189	6
190	8
191	11
192	9
193	9
194	7
195	8
196	8
197	6
198	13
199	7
200	11
201	7
202	7
203	7
204	6
205	10
206	8
207	12
208	6
209	7
210	6
211	11
212	10
213	7
214	6
215	7
216	6
217	25
218	6
219	11
220	9
221	7
222	6
223	7
224	7
225	6
226	6
227	12
228	6
229	10
230	9
231	8
232	6
233	6
234	9
235	8
236	6
237	8
238	7
239	13
240	6
241	7
242	7
243	6
244	6
245	8
246	6
247	9
248	9
249	8
250	9
251	6
252	8
253	7
254	6
255	7
256	7
257	7
258	13
259	6
260	6
261	10
262	9
263	6
264	7
265	6
266	7
267	8
268	6
269	7
270	10
271	6
272	6
273	7
274	9
275	7
276	14
277	8
278	6
279	12
280	6
281	6
282	7
283	6
284	6
285	8
286	7
287	11
288	19
289	6
290	14
291	10
292	6
293	7
294	6
295	9
296	7
297	7
298	6
299	9
300	11
301	7
302	7
303	7
304	8
305	7
306	9
307	14
308	10
309	6
310	7
311	6
312	7
313	6
314	10
315	7
316	6
317	6
318	10
319	7
320	6
321	10
322	7
323	7
324	15
325	6
326	7
327	8
328	8
329	11
330	6
331	8
332	6
333	6
334	9
335	6
336	7
337	6
338	10
339	17
340	6
341	8
342	6
343	13
344	11
345	7
346	9
347	6
348	7
349	7
350	7
351	6
352	15
353	7
354	13
355	9
356	10
357	6
358	10
359	6
360	7
361	7
362	9
363	9
364	7
365	6
366	6
367	9
368	7
369	7
370	7
371	5
372	6
373	11
374	7
375	7
376	7
377	9
378	6
379	7
380	7
381	6
382	9
383	7
384	6
385	6
386	6
387	6
388	10
389	6
390	8
391	6
392	6
393	6
394	7
395	6
396	6
397	6
398	6
399	12
400	6
401	9
402	6
403	8
404	6
