0	17
1	6
2	9
3	6
4	8
5	8
6	6
7	13
8	7
9	6
10	8
11	9
12	14
13	6
14	6
15	10
16	6
17	13
18	6
19	9
20	8
21	8
22	6
23	7
24	6
25	12
26	6
27	8
28	15
29	7
30	10
31	6
32	7
33	9
34	13
35	19
36	10
37	12
38	12
39	5
40	11
41	12
42	7
43	16
44	6
45	6
46	7
47	7
48	11
49	6
50	13
51	6
52	6
53	10
54	7
55	7
56	7
57	7
58	6
59	6
60	10
61	16
62	20
63	19
64	15
65	11
66	15
67	11
68	31
69	6
70	41
71	22
72	17
73	22
74	18
75	15
76	8
77	6
78	7
79	15
80	26
81	45
82	24
83	11
84	8
85	6
86	6
87	15
88	18
89	18
90	12
91	7
92	7
93	9
94	14
95	11
96	15
97	6
98	19
99	7
100	6
101	27
102	7
103	35
104	73
105	11
106	10
107	15
108	28
109	12
110	21
111	9
112	9
113	10
114	12
115	7
116	17
117	7
118	36
119	23
120	11
121	6
122	7
123	28
124	10
125	7
126	8
127	18
128	7
129	6
130	8
131	6
132	11
133	7
134	70
135	7
136	13
137	8
138	11
139	6
140	17
141	51
142	6
143	7
144	17
145	31
146	15
147	6
148	6
149	6
150	6
151	12
152	6
153	48
154	20
155	11
156	8
157	6
158	29
159	6
160	7
161	6
162	6
163	17
164	7
165	6
166	10
167	44
168	9
169	25
170	8
171	12
172	23
173	18
174	46
175	6
176	46
177	10
178	23
179	12
180	9
181	17
182	30
183	9
184	8
185	34
186	8
187	11
188	6
